R,G,B,Label
0.47564666666666666,0.35019333333333336,0.32851803921568623,kudis
0.6089980392156863,0.48102509803921567,0.48853254901960785,kudis
0.6931666666666666,0.6251729411764705,0.5822792156862745,kudis
0.669283137254902,0.611567843137255,0.5760133333333333,kudis
0.7118423529411765,0.5535290196078432,0.4652694117647059,kudis
0.7143658823529412,0.5568843137254903,0.49738196078431374,kudis
0.9056654901960784,0.6235380392156862,0.5107949019607844,kudis
0.6338713725490196,0.5153933333333333,0.468576862745098,kudis
0.6137066666666667,0.5481607843137255,0.5257372549019608,kudis
0.5417086274509805,0.5060533333333334,0.5106184313725489,kudis
0.8626513725490196,0.6147529411764706,0.5058219607843137,kudis
0.7562498039215687,0.5636572549019607,0.5179058823529412,kudis
0.5337635294117647,0.5111070588235295,0.4795243137254902,kudis
0.5169058823529412,0.4182780392156863,0.42912980392156863,kudis
0.778841568627451,0.6181945098039215,0.5766023529411765,kudis
0.8206396078431373,0.6244035294117647,0.49633647058823527,kudis
0.7868321568627451,0.6178694117647059,0.5183164705882354,kudis
0.7992690196078431,0.6554890196078431,0.5956317647058823,kudis
0.6057976470588236,0.49052549019607844,0.4504105882352941,kudis
0.6206329411764706,0.3937607843137255,0.3457972549019608,kudis
0.7407972549019608,0.5159019607843137,0.4299917647058824,kudis
0.7857713725490196,0.6280772549019608,0.6235266666666667,kudis
0.7388270588235294,0.4408866666666667,0.3124094117647059,kudis
0.6316388235294118,0.5401729411764706,0.4724121568627451,kudis
0.6723878431372549,0.6300694117647059,0.6228098039215686,kudis
0.8362999999999999,0.7394709803921569,0.6995050980392157,kudis
0.7246039215686274,0.5035756862745098,0.42471294117647057,kudis
0.8522266666666667,0.7562560784313725,0.7354776470588235,kudis
0.803078431372549,0.6850235294117647,0.688690588235294,kudis
0.6910364705882354,0.515764705882353,0.50558,kudis
0.7738223529411765,0.596792156862745,0.4830450980392157,kudis
0.6441682352941177,0.5226482352941176,0.522287843137255,kudis
0.6743317647058823,0.5637274509803921,0.49079058823529415,kudis
0.7075396078431372,0.5814243137254902,0.4794647058823529,kudis
0.6544270588235294,0.5189188235294118,0.45703607843137256,kudis
0.7045650980392156,0.5744050980392157,0.48516941176470585,kudis
0.7979172549019607,0.5804180392156862,0.5100074509803921,kudis
0.561490980392157,0.4917235294117647,0.4372258823529412,kudis
0.6391819607843138,0.49071725490196083,0.38780901960784314,kudis
0.7404462745098038,0.5593027450980392,0.3959407843137255,kudis
0.7745086274509804,0.6320654901960785,0.5395298039215686,kudis
0.7985474509803921,0.6397886274509803,0.5186517647058824,kudis
0.7504733333333333,0.6418290196078432,0.5337882352941177,kudis
0.6368129411764706,0.4435337254901961,0.38658156862745097,kudis
0.48793843137254905,0.35654117647058825,0.3010643137254902,kudis
0.7028545098039216,0.49812039215686277,0.40136666666666665,kudis
0.7852470588235294,0.5853109803921569,0.5478670588235294,kudis
0.7730815686274509,0.6584180392156863,0.6632309803921568,kudis
0.8121835294117646,0.6034635294117646,0.472335294117647,kudis
0.7495952941176471,0.57418,0.5145439215686274,kudis
0.5732913725490196,0.43632901960784315,0.41111764705882353,kudis
0.6039125490196079,0.4185129411764706,0.3275121568627451,kudis
0.8052113725490196,0.5705247058823529,0.4740639215686275,kudis
0.7645321568627451,0.5664396078431373,0.5117835294117646,kudis
0.8504819607843137,0.5488141176470588,0.44868156862745096,kudis
0.7751666666666667,0.577784705882353,0.3716541176470588,kudis
0.7103780392156863,0.5243333333333334,0.4599274509803921,kudis
0.7570231372549019,0.561201568627451,0.46710745098039214,kudis
0.7705192156862746,0.5932211764705883,0.5337839215686275,kudis
0.816736862745098,0.6656819607843137,0.5800152941176471,kudis
0.8336090196078432,0.6495050980392156,0.5661101960784314,kudis
0.8573192156862744,0.650266274509804,0.5793980392156862,kudis
0.6484184313725491,0.5540705882352942,0.48356784313725487,kudis
0.8492431372549019,0.6172294117647058,0.5117333333333333,kudis
0.8412835294117647,0.7062239215686275,0.6485290196078431,kudis
0.8375050980392156,0.7365917647058824,0.6452435294117648,kudis
0.587323137254902,0.5009509803921569,0.46115058823529415,kudis
0.6611690196078431,0.5362909803921568,0.4571952941176471,kudis
0.4706945098039216,0.3494345098039216,0.3171482352941176,kudis
0.8430760784313726,0.694933725490196,0.5603619607843138,kudis
0.8089694117647059,0.6013419607843137,0.4807686274509804,kudis
0.6347258823529411,0.38653764705882354,0.4056145098039216,kudis
0.6313964705882353,0.38286078431372544,0.39585568627450984,kudis
0.7139635294117647,0.527792156862745,0.4981623529411765,kudis
0.5167007843137255,0.449416862745098,0.4250149019607843,kudis
0.768706274509804,0.6239392156862745,0.5787203921568628,kudis
0.7965,0.4706549019607843,0.4060364705882353,kudis
0.9103988235294118,0.7450082352941176,0.6940725490196078,kudis
0.8013654901960784,0.621076862745098,0.5519486274509804,kudis
0.7138454901960783,0.5316094117647059,0.42341058823529415,kudis
0.8656294117647059,0.5967321568627451,0.47355843137254905,kudis
0.7043992156862745,0.5396764705882353,0.4688705882352941,kudis
0.9082078431372549,0.6727039215686275,0.488583137254902,kudis
0.6504443137254903,0.5266509803921569,0.47210274509803923,kudis
0.7946333333333333,0.6606450980392157,0.557027843137255,kudis
0.9530380392156863,0.6295203921568627,0.4812988235294118,kurap
0.6712580392156863,0.5521909803921569,0.5129258823529411,kurap
0.7801894117647058,0.5685654901960784,0.4553733333333333,kurap
0.7362870588235294,0.4700109803921569,0.3653294117647059,kurap
0.8358337254901961,0.6908439215686274,0.5968086274509804,kurap
0.6223541176470588,0.3294956862745098,0.3150537254901961,kurap
0.7099388235294117,0.560366274509804,0.5155039215686275,kurap
0.6701580392156863,0.4829572549019608,0.4192678431372549,kurap
0.7595172549019608,0.6212301960784314,0.5771482352941176,kurap
0.7339917647058823,0.7164380392156863,0.7480745098039215,kurap
0.9409654901960784,0.5552333333333332,0.3952356862745098,kurap
0.6540090196078432,0.43607529411764706,0.3830341176470588,kurap
0.6060219607843137,0.4507772549019608,0.36537254901960786,kurap
0.7884305882352941,0.5307250980392157,0.39393490196078434,kurap
0.6201337254901961,0.48521333333333333,0.4455113725490196,kurap
0.7516764705882353,0.5215925490196078,0.40392941176470587,kurap
0.817966274509804,0.5825109803921569,0.44979607843137254,kurap
0.5314274509803922,0.41117803921568624,0.35688235294117643,kurap
0.952798431372549,0.7360447058823529,0.5923580392156863,kurap
0.699095294117647,0.5295415686274509,0.4816156862745098,kurap
0.7061733333333333,0.5431482352941177,0.437683137254902,kurap
0.8931078431372549,0.6732788235294118,0.5316541176470588,kurap
0.9351517647058823,0.6901960784313725,0.5071058823529412,kurap
0.848681568627451,0.6390435294117647,0.4524443137254902,kurap
0.9529396078431372,0.6295949019607843,0.48121450980392155,kurap
0.7840254901960785,0.6931529411764705,0.6636039215686275,kurap
0.6802023529411765,0.5271901960784314,0.48175058823529415,kurap
0.5822619607843137,0.5035337254901961,0.5702733333333334,kurap
0.8332992156862745,0.508335294117647,0.4101239215686274,kurap
0.6518074509803922,0.5069552941176471,0.4216850980392157,kurap
0.46316745098039214,0.33477294117647055,0.2815062745098039,kurap
0.8665137254901961,0.690295294117647,0.5933207843137255,kurap
0.5507376470588234,0.3866113725490196,0.3360835294117647,kurap
0.5771976470588235,0.4972576470588235,0.5648807843137255,kurap
0.5201603921568627,0.39456745098039214,0.3382250980392157,kurap
0.7488686274509804,0.6141745098039215,0.5709584313725491,kurap
0.6199192156862745,0.4206443137254902,0.3563894117647059,kurap
0.9482490196078432,0.7505521568627451,0.6822788235294117,kurap
0.6648537254901961,0.5439545098039216,0.5049058823529412,kurap
0.7262588235294117,0.47525215686274513,0.35706156862745103,kurap
0.7036886274509804,0.5215356862745099,0.45990000000000003,kurap
0.6737917647058824,0.47137098039215686,0.41695882352941177,kurap
0.8488541176470588,0.6539576470588235,0.549438431372549,kurap
0.7398439215686274,0.6026278431372548,0.5591090196078431,kurap
0.8010917647058824,0.6747901960784313,0.6360807843137255,kurap
0.6695505882352941,0.5326403921568627,0.43251960784313725,kurap
0.547196862745098,0.47497058823529414,0.5174658823529412,kurap
0.6145705882352941,0.5237756862745099,0.4756725490196078,kurap
0.8476333333333333,0.5144380392156863,0.32781607843137256,kurap
0.5695980392156863,0.44538823529411764,0.3891662745098039,kurap
0.6942949019607842,0.5099392156862745,0.4486525490196079,kurap
0.6915819607843137,0.5364207843137254,0.49056,kurap
0.7067556862745098,0.5434658823529411,0.43827058823529413,kurap
0.9466164705882353,0.7059007843137255,0.5540654901960784,kurap
0.7045623529411764,0.4148650980392157,0.25528980392156864,kurap
0.9289011764705882,0.6641423529411765,0.4744156862745098,kurap
0.6880098039215686,0.5263188235294117,0.4529627450980392,kurap
0.7272403921568628,0.5537411764705883,0.49474117647058824,kurap
0.9530266666666667,0.6290513725490195,0.480924705882353,kurap
0.7656462745098039,0.5891858823529412,0.5827694117647059,kurap
0.7076498039215686,0.5202835294117647,0.4402788235294118,kurap
0.9032074509803922,0.5788878431372549,0.45444549019607844,kurap
0.8002933333333334,0.5097090196078431,0.31679411764705884,kurap
0.8065294117647058,0.4845121568627451,0.39308666666666664,kurap
0.6111960784313725,0.45821490196078435,0.4027113725490196,kurap
0.754015294117647,0.42167372549019605,0.23174156862745096,kurap
0.7387776470588234,0.46825686274509803,0.307941568627451,kurap
0.7745662745098039,0.5079658823529412,0.5227341176470588,kurap
0.8070141176470589,0.5062360784313726,0.4081807843137255,kurap
0.7781882352941176,0.6589560784313726,0.6225019607843137,kurap
0.9201270588235294,0.6964705882352941,0.562678431372549,kurap
0.7949937254901961,0.49556,0.3883125490196078,kurap
0.8245796078431372,0.6105850980392157,0.5314274509803922,kurap
0.7001913725490196,0.5093501960784313,0.3927792156862745,kurap
0.8466105882352942,0.5250674509803922,0.4564352941176471,kurap
0.5624286274509803,0.37006392156862744,0.2897219607843137,kurap
0.8218619607843137,0.5773066666666666,0.4805658823529412,kurap
0.8595376470588235,0.5805435294117647,0.4869694117647059,kurap
0.669163137254902,0.5078286274509803,0.4333705882352941,kurap
0.7955674509803922,0.5810172549019608,0.46566431372549016,kurap
0.8789854901960784,0.5632729411764706,0.44766196078431375,kurap
0.9588482352941177,0.7162905882352941,0.6208419607843136,kurap
0.6932639215686274,0.4664270588235294,0.3615337254901961,kurap
0.7633250980392157,0.40964352941176474,0.24223098039215687,kurap
0.8369537254901961,0.5995670588235295,0.5278682352941176,kurap
0.7562509803921569,0.4713878431372549,0.5140164705882353,kurap
0.9580458823529412,0.636023137254902,0.6613717647058823,kurap
0.9724180392156863,0.7893423529411765,0.6879682352941177,kurap
0.9404427450980393,0.7832196078431373,0.7292298039215686,kurap
0.8053329411764706,0.5647968627450981,0.439916862745098,kurap
0.8314894117647058,0.6744572549019608,0.6337690196078432,kurap
0.7648529411764705,0.6120764705882353,0.5708443137254903,kurap
0.7650545098039215,0.6495309803921568,0.561444705882353,kurap
0.8467741176470589,0.5969235294117646,0.44945882352941174,kurap
0.8231996078431373,0.7167952941176471,0.6300368627450981,kurap
0.796312156862745,0.5702666666666667,0.5010933333333334,kurap
0.7136525490196078,0.4749925490196078,0.3722301960784314,kurap
0.7205482352941177,0.47858862745098035,0.37521019607843137,kurap
0.43129686274509804,0.29549450980392156,0.2622141176470588,kurap
0.7705478431372549,0.4931580392156863,0.46338588235294115,kurap
0.8129301960784314,0.5748878431372548,0.49458862745098037,kurap
0.7263435294117647,0.5531360784313726,0.47831254901960785,kurap
0.725984705882353,0.557852156862745,0.4886137254901961,kurap
0.5429462745098039,0.40571725490196076,0.33011999999999997,kurap
0.7254380392156863,0.5554737254901961,0.4858325490196078,kurap
0.7547176470588235,0.6782564705882352,0.7392137254901961,kurap
0.8260317647058824,0.5911403921568628,0.42891215686274514,kurap
0.7903580392156863,0.64912,0.6142517647058823,kurap
0.7618686274509804,0.6309239215686275,0.5899776470588235,kurap
0.7278588235294118,0.6638937254901961,0.5645454901960785,kurap
0.8081490196078431,0.6385749019607844,0.5992823529411765,kurap
0.7618333333333334,0.6309419607843137,0.589976862745098,kurap
0.32630000000000003,0.23868666666666666,0.20290039215686276,kurap
0.3584807843137255,0.2818823529411765,0.25262156862745094,kurap
0.6326945098039215,0.5351254901960784,0.41326392156862746,kurap
0.4932772549019608,0.4311843137254902,0.3362721568627451,kurap
0.928289019607843,0.6697282352941176,0.5251074509803921,kurap
0.6251392156862745,0.5296882352941177,0.4101850980392157,kurap
0.7462282352941176,0.5486125490196078,0.3942149019607843,kurap
0.5686752941176471,0.5163145098039216,0.4651341176470588,kurap
0.9421976470588236,0.7306835294117647,0.5759490196078431,kurap
0.6565211764705883,0.4878925490196078,0.4261105882352941,kurap
0.5367933333333332,0.38901960784313727,0.33532666666666666,kurap
0.801798431372549,0.5782019607843137,0.5100270588235295,kurap
0.8802498039215686,0.6446756862745098,0.6298392156862745,kurap
0.6224811764705882,0.5418788235294117,0.5278521568627451,kurap
0.6868101960784313,0.4346105882352941,0.40240274509803925,kurap
0.6745788235294117,0.5556058823529412,0.5063325490196079,kurap
0.8143988235294117,0.6134643137254903,0.5265976470588235,kurap
0.612403137254902,0.5428788235294117,0.5649250980392158,kurap
0.769781568627451,0.658475294117647,0.6296345098039217,kurap
0.6239933333333334,0.516013725490196,0.42648588235294116,kurap
